source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
Who was the king of the country who first established colonies in North America?,北アメリカ大陸に最初に植民地を作った国の国王は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O']","['Who', 'was', 'the', 'king', 'of', 'the', 'country', 'who', 'first', 'established', 'colonies', 'in', 'North', 'America', '?']","['北アメリカ大陸に最初に植民地を作った国の国王は誰', '？']"
Who was the leader of the country that attacked Pearl Harbor in World War II?,第二次世界大戦で真珠湾を攻撃した国のリーダーは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Who', 'was', 'the', 'leader', 'of', 'the', 'country', 'that', 'attacked', 'Pearl', 'Harbor', 'in', 'World', 'War', 'II', '?']","['第二次世界大戦で真珠湾を攻撃した国のリーダーは誰ですか', '？']"
What was the profession of the 33rd president of the United States prior to being elected to office?,第33代アメリカ合衆国大統領が役職に選ばれる前の職業は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'profession', 'of', 'the', '33rd', 'president', 'of', 'the', 'United', 'States', 'prior', 'to', 'being', 'elected', 'to', 'office', '?']","['第33代アメリカ合衆国大統領が役職に選ばれる前の職業は', '?']"
Who killed Yoko Ono's husband in front of the Dakota in New York City?,ニューヨーク市のダコタの前でオノヨーコの夫を殺したのは?,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'killed', 'Yoko', ""Ono's"", 'husband', 'in', 'front', 'of', 'the', 'Dakota', 'in', 'New', 'York', 'City', '?']","['ニューヨーク市のダコタの前でオノヨーコの夫を殺したのは', '?']"
What was the maiden name of the former First Lady of the United States who later served as Secretary of State in another US president's administration?,後に別のアメリカ大統領政権下で国務長官を務めた、かつてのアメリカ合衆国のファーストレディの旧姓は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-GPE', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['What', 'was', 'the', 'maiden', 'name', 'of', 'the', 'former', 'First', 'Lady', 'of', 'the', 'United', 'States', 'who', 'later', 'served', 'as', 'Secretary', 'of', 'State', 'in', 'another', 'US', ""president's"", 'administration', '?']","['後に別のアメリカ大統領政権下で国務長官を務めた', '、', 'かつてのアメリカ合衆国のファーストレディの旧姓は', '?']"
What country was the birthplace of the first female prime minister of Israel?,イスラエルで初めての女性首相の生誕地はどこの国ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['What', 'country', 'was', 'the', 'birthplace', 'of', 'the', 'first', 'female', 'prime', 'minister', 'of', 'Israel', '?']","['イスラエルで初めての女性首相の生誕地はどこの国ですか', '？']"
Who was the US president when France won its second World Cup?,フランスがワールドカップで二度目の優勝をしたときのアメリカ大統領は?,en,ja,"['O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-GPE', 'O', 'O', 'B-ORDINAL', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Who', 'was', 'the', 'US', 'president', 'when', 'France', 'won', 'its', 'second', 'World', 'Cup', '?']","['フランスがワールドカップで二度目の優勝をしたときのアメリカ大統領は', '?']"
Who was the daughter of King Henry VIII's first wife?,国王ヘンリー三世の最初の妻の娘は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'B-ORDINAL', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'daughter', 'of', 'King', 'Henry', ""VIII's"", 'first', 'wife', '?']","['国王ヘンリー三世の最初の妻の娘は誰', '？']"
Who was the second wife of Queen Elizabeth II's eldest son?,エリザベス2世の長男の二番目の妻は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'second', 'wife', 'of', 'Queen', 'Elizabeth', ""II's"", 'eldest', 'son', '?']","['エリザベス2世の長男の二番目の妻は誰', '？']"
Who was the first born grandson of Queen Elizabeth II's eldest?,女王エリザベス2世の一番上の子の、最初に生まれた孫の男の子は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['O', 'O', 'O', 'O']","['Who', 'was', 'the', 'first', 'born', 'grandson', 'of', 'Queen', 'Elizabeth', ""II's"", 'eldest', '?']","['女王エリザベス2世の一番上の子の', '、', '最初に生まれた孫の男の子は', '?']"
Who was the wife of the artist who painted Starry Night?,星月夜を描いた画家の妻は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O']","['Who', 'was', 'the', 'wife', 'of', 'the', 'artist', 'who', 'painted', 'Starry', 'Night', '?']","['星月夜を描いた画家の妻は誰', '？']"
Who is the current head of the country in which the Chernobyl Nuclear Disaster took place?,チェルノブイリ原子力発電所事故が起きた国の現在の指導者は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O']","['O', 'O']","['Who', 'is', 'the', 'current', 'head', 'of', 'the', 'country', 'in', 'which', 'the', 'Chernobyl', 'Nuclear', 'Disaster', 'took', 'place', '?']","['チェルノブイリ原子力発電所事故が起きた国の現在の指導者は誰', '？']"
What is the name of the mother of Canada's 23rd prime minister?,第23代カナダ首相の母の名前は何？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-ORDINAL', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'name', 'of', 'the', 'mother', 'of', ""Canada's"", '23rd', 'prime', 'minister', '?']","['第23代カナダ首相の母の名前は何', '？']"
What year did the husband of the longest-reigning queen in British history pass away?,イギリス史上、統治期間が最長であった女王の夫が亡くなったのは何年ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['What', 'year', 'did', 'the', 'husband', 'of', 'the', 'longest', '-', 'reigning', 'queen', 'in', 'British', 'history', 'pass', 'away', '?']","['イギリス史上', '、', '統治期間が最長であった女王の夫が亡くなったのは何年ですか', '？']"
Who was the last emperor of Rome?,最後のローマ皇帝は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'last', 'emperor', 'of', 'Rome', '?']","['最後のローマ皇帝は誰', '？']"
Who was the oldest emperor of Rome?,最も古いローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'oldest', 'emperor', 'of', 'Rome', '?']","['最も古いローマ皇帝は', '?']"
Who was the first king of Spain?,スペイン最初の国王は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'Spain', '?']","['スペイン最初の国王は誰ですか', '？']"
Who was the 22nd and 24th president of the United States?,アメリカ合衆国の第22代と第24代の大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', '22nd', 'and', '24th', 'president', 'of', 'the', 'United', 'States', '?']","['アメリカ合衆国の第22代と第24代の大統領は', '?']"
What year did the Second World War end?,第二次世界大戦が終結した年は?,en,ja,"['O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O']","['B-EVENT', 'O']","['What', 'year', 'did', 'the', 'Second', 'World', 'War', 'end', '?']","['第二次世界大戦が終結した年は', '?']"
What was the 49th state to join the U.S.?,アメリカ合衆国に加盟した49番目の州はどこ?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['What', 'was', 'the', '49th', 'state', 'to', 'join', 'the', 'U.S.', '?']","['アメリカ合衆国に加盟した49番目の州はどこ', '?']"
Who was the last king of France?,フランス最後の国王は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'king', 'of', 'France', '?']","['フランス最後の国王は', '？']"
Who was the first Romanov czar of Russia?,ロシアのロマノフ朝の初代皇帝は誰?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-NORP', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'Romanov', 'czar', 'of', 'Russia', '?']","['ロシアのロマノフ朝の初代皇帝は誰', '?']"
Who was the first tsar of all Russia?,ロシアの初代皇帝は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'tsar', 'of', 'all', 'Russia', '?']","['ロシアの初代皇帝は誰', '？']"
Who was the first Tudor king of England?,イギリスイ・テューダー朝の初代国王は？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-PERSON', 'O', 'O', 'B-GPE', 'O']","['B-NORP', 'O', 'O', 'O']","['Who', 'was', 'the', 'first', 'Tudor', 'king', 'of', 'England', '?']","['イギリスイ', '・', 'テューダー朝の初代国王は', '？']"
Which state was first to secede from the Union in the American Civil War?,アメリカ南北戦争で連合を脱退した一番目の州はどの州？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Which', 'state', 'was', 'first', 'to', 'secede', 'from', 'the', 'Union', 'in', 'the', 'American', 'Civil', 'War', '?']","['アメリカ南北戦争で連合を脱退した一番目の州はどの州', '？']"
Who was the first tsar of Russia?,ロシアの最初のツァーリは誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'tsar', 'of', 'Russia', '?']","['ロシアの最初のツァーリは誰ですか', '？']"
What was the first country in the world?,世界で一番初めにできた国はどの国？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'first', 'country', 'in', 'the', 'world', '?']","['世界で一番初めにできた国はどの国', '？']"
What was the first democratic country?,最初の民主主義国はどの国ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'first', 'democratic', 'country', '?']","['最初の民主主義国はどの国ですか', '？']"
What was the first communist country?,最初の共産主義国はどこですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'first', 'communist', 'country', '?']","['最初の共産主義国はどこですか', '？']"
Who was the first president of the French Fifth Republic?,フランス第五共和政の最初の大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'president', 'of', 'the', 'French', 'Fifth', 'Republic', '?']","['フランス第五共和政の最初の大統領は', '?']"
Who was the first king of Sweden?,スウェーデンの初代国王は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'Sweden', '?']","['スウェーデンの初代国王は誰ですか', '？']"
Who was the last emperor of Russia?,ロシア最後の皇帝は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'emperor', 'of', 'Russia', '?']","['ロシア最後の皇帝は誰ですか', '？']"
Who was the second daughter of King Christian IX of Denmark?,デンマーク国王クリスチャン9世の次女は？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['O', 'O']","['Who', 'was', 'the', 'second', 'daughter', 'of', 'King', 'Christian', 'IX', 'of', 'Denmark', '?']","['デンマーク国王クリスチャン9世の次女は', '？']"
Who was the first woman to fly solo across the Atlantic Ocean?,大西洋を単独で横断飛行した初の女性は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'woman', 'to', 'fly', 'solo', 'across', 'the', 'Atlantic', 'Ocean', '?']","['大西洋を単独で横断飛行した初の女性は誰', '？']"
Who was the first Roman emperor to embrace Christianity?,キリスト教を採用した最初のローマ皇帝は誰?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'Roman', 'emperor', 'to', 'embrace', 'Christianity', '?']","['キリスト教を採用した最初のローマ皇帝は誰', '?']"
Who was the first pope of the Catholic Church?,カトリック教会の初代ローマ教皇は誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['B-ORG', 'O']","['Who', 'was', 'the', 'first', 'pope', 'of', 'the', 'Catholic', 'Church', '?']","['カトリック教会の初代ローマ教皇は誰ですか', '？']"
Who was the first president of Mexico?,メキシコの初代大統領は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'president', 'of', 'Mexico', '?']","['メキシコの初代大統領は誰', '？']"
Who was the last leader of the Qing dynasty?,清王朝の最後の皇帝は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']","['B-DATE', 'O']","['Who', 'was', 'the', 'last', 'leader', 'of', 'the', 'Qing', 'dynasty', '?']","['清王朝の最後の皇帝は誰', '？']"
Who was the first Catholic president of the United States?,アメリカ合衆国の最初のカトリックの大統領は誰でしたか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-NORP', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'Catholic', 'president', 'of', 'the', 'United', 'States', '?']","['アメリカ合衆国の最初のカトリックの大統領は誰でしたか', '？']"
Who was the last pharaoh of Egypt?,エジプトの最後のファラオは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'pharaoh', 'of', 'Egypt', '?']","['エジプトの最後のファラオは', '?']"
Who was the last female monarch of Japan?,日本で最後の女性君主は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'female', 'monarch', 'of', 'Japan', '?']","['日本で最後の女性君主は', '?']"
Who was the second president of Brazil?,ブラジルの第2代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'second', 'president', 'of', 'Brazil', '?']","['ブラジルの第2代大統領は', '?']"
Who was the fourth emperor of Rome?,ローマ帝国の第4代皇帝は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'fourth', 'emperor', 'of', 'Rome', '?']","['ローマ帝国の第4代皇帝は誰ですか', '？']"
Who was the fifth emperor of Rome?,第5代ローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'fifth', 'emperor', 'of', 'Rome', '?']","['第5代ローマ皇帝は', '?']"
Who was the sixth emperor of Rome?,ローマ皇帝の6番目の皇帝は誰?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'sixth', 'emperor', 'of', 'Rome', '?']","['ローマ皇帝の6番目の皇帝は誰', '?']"
Who was the first king of both Scotland and England?,スコットランドとイングランド両方における初代国王は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'both', 'Scotland', 'and', 'England', '?']","['スコットランドとイングランド両方における初代国王は誰ですか', '？']"
Who was the first man on the moon?,最初に月面に立った人は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'man', 'on', 'the', 'moon', '?']","['最初に月面に立った人は', '?']"
What was the last battle of the Napoleonic Wars?,ナポレオン戦争の最後の戦いは何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['What', 'was', 'the', 'last', 'battle', 'of', 'the', 'Napoleonic', 'Wars', '?']","['ナポレオン戦争の最後の戦いは何ですか', '？']"
Who was the last king of Hawaii?,ハワイの最後の王は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'king', 'of', 'Hawaii', '?']","['ハワイの最後の王は', '?']"
Who was the fifth king of Israel?,イスラエルの第5代の王は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'fifth', 'king', 'of', 'Israel', '?']","['イスラエルの第5代の王は', '?']"
Which country was last to join the Allied powers?,連合軍に最後に加盟したのはどの国?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O']","['B-ORG', 'O']","['Which', 'country', 'was', 'last', 'to', 'join', 'the', 'Allied', 'powers', '?']","['連合軍に最後に加盟したのはどの国', '?']"
Who was the 2nd president of Mexico?,メキシコの第2代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', '2nd', 'president', 'of', 'Mexico', '?']","['メキシコの第2代大統領は', '?']"
What was the second to last state to join the United States?,アメリカ合衆国に最後から二番目に加盟した州はどの州？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['O', 'O']","['What', 'was', 'the', 'second', 'to', 'last', 'state', 'to', 'join', 'the', 'United', 'States', '?']","['アメリカ合衆国に最後から二番目に加盟した州はどの州', '？']"
Who was King Henry VIII's last wife?,ヘンリー8世最後の妻は誰ですか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O']","['B-PERSON', 'O']","['Who', 'was', 'King', 'Henry', ""VIII's"", 'last', 'wife', '?']","['ヘンリー8世最後の妻は誰ですか', '？']"
What was the fiftieth state to join the United States?,アメリカ合衆国に加わった50番目の州は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['What', 'was', 'the', 'fiftieth', 'state', 'to', 'join', 'the', 'United', 'States', '?']","['アメリカ合衆国に加わった50番目の州は', '?']"
Who was the 1st emperor of Japan?,日本の初代天皇陛下は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', '1st', 'emperor', 'of', 'Japan', '?']","['日本の初代天皇陛下は誰', '？']"
Who was the third emperor of Rome?,第3代ローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'third', 'emperor', 'of', 'Rome', '?']","['第3代ローマ皇帝は', '?']"
Who was the first prime minister of the United Kingdom?,イギリスの初代首相は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'prime', 'minister', 'of', 'the', 'United', 'Kingdom', '?']","['イギリスの初代首相は', '?']"
Which country was the first to be defeated and occupied by the Germans during World War II?,第ニ次世界大戦中、最初にドイツに負けて占領された国はどこ？,en,ja,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['B-EVENT', 'O', 'O', 'O']","['Which', 'country', 'was', 'the', 'first', 'to', 'be', 'defeated', 'and', 'occupied', 'by', 'the', 'Germans', 'during', 'World', 'War', 'II', '?']","['第ニ次世界大戦中', '、', '最初にドイツに負けて占領された国はどこ', '？']"
Who was the first official pope of the Roman Catholic Church?,ローマ・カトリック教会の初代の公式ローマ教皇は誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","['B-GPE', 'O', 'O', 'O']","['Who', 'was', 'the', 'first', 'official', 'pope', 'of', 'the', 'Roman', 'Catholic', 'Church', '?']","['ローマ', '・', 'カトリック教会の初代の公式ローマ教皇は誰ですか', '？']"
Who was the second to last tsar of Russia?,ロシアの最後から二番目の皇帝は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'second', 'to', 'last', 'tsar', 'of', 'Russia', '?']","['ロシアの最後から二番目の皇帝は誰', '？']"
Who was Nefertiti's fourth daughter?,ネフェルティティの四番目の娘は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'O']","['Who', 'was', ""Nefertiti's"", 'fourth', 'daughter', '?']","['ネフェルティティの四番目の娘は誰', '？']"
Who was the first pharaoh of the Dynasty XVIII of Egypt?,エジプト第18王朝の初代ファラオは誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'pharaoh', 'of', 'the', 'Dynasty', 'XVIII', 'of', 'Egypt', '?']","['エジプト第18王朝の初代ファラオは誰', '？']"
Who was the first prime minister of Russia?,ロシアの初代首相は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'prime', 'minister', 'of', 'Russia', '?']","['ロシアの初代首相は誰', '？']"
Who was the first prime minister of Canada?,カナダの初代首相は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'prime', 'minister', 'of', 'Canada', '?']","['カナダの初代首相は誰', '？']"
Who was the first president of Russia?,ロシアの初代大統領は?,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'president', 'of', 'Russia', '?']","['ロシアの初代大統領は', '?']"
What is considered the first largest empire in history?,歴史上最初の最大の帝国とみられているのは?,en,ja,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'considered', 'the', 'first', 'largest', 'empire', 'in', 'history', '?']","['歴史上最初の最大の帝国とみられているのは', '?']"
Who was the last tsar of Russia?,最後のロシア皇帝は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'was', 'the', 'last', 'tsar', 'of', 'Russia', '?']","['最後のロシア皇帝は誰', '？']"
Who was the first pharaoh of Egypt?,エジプトの最初のファラオは?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'pharaoh', 'of', 'Egypt', '?']","['エジプトの最初のファラオは', '?']"
Who was the last Samurai?,最後の侍は?,en,ja,"['O', 'O', 'O', 'O', 'B-NORP', 'O']","['O', 'O']","['Who', 'was', 'the', 'last', 'Samurai', '?']","['最後の侍は', '?']"
Who was the last Edo period shogun in Japan?,日本の江戸時代最後の将軍は？,en,ja,"['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'Edo', 'period', 'shogun', 'in', 'Japan', '?']","['日本の江戸時代最後の将軍は', '？']"
Who was the last emperor of the Holy Roman Empire?,神聖ローマ帝国の最後の皇帝は誰？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'I-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'last', 'emperor', 'of', 'the', 'Holy', 'Roman', 'Empire', '?']","['神聖ローマ帝国の最後の皇帝は誰', '？']"
Who was the first king of Romania?,ルーマニアの初代国王は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'Romania', '?']","['ルーマニアの初代国王は誰', '？']"
Who was the first queen of Hawaii?,ハワイの最初の王妃は誰？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'queen', 'of', 'Hawaii', '?']","['ハワイの最初の王妃は誰', '？']"
Who was the first ruler of Greece?,ギリシアの最初の支配者は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'first', 'ruler', 'of', 'Greece', '?']","['ギリシアの最初の支配者は', '?']"
Who was the second Roman emperor?,第2代ローマ皇帝は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'was', 'the', 'second', 'Roman', 'emperor', '?']","['第2代ローマ皇帝は', '?']"
Who was the first king of Scotland?,スコットランドの初代国王は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O']","['Who', 'was', 'the', 'first', 'king', 'of', 'Scotland', '?']","['スコットランドの初代国王は', '？']"
