,source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
1242,Who is the oldest player to win a Super Bowl?,スーパーボウルで勝った最年長のプレイヤーは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Who', 'is', 'the', 'oldest', 'player', 'to', 'win', 'a', 'Super', 'Bowl', '?']","['スーパーボウルで勝った最年長のプレイヤーは誰ですか', '？']"
5162,What is the most species of Pokemon a generation 1 Pokedéx could have?,第1世代のポケモン図鑑が持つことのできるポケモンの最も多くの種は何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'most', 'species', 'of', 'Pokemon', 'a', 'generation', '1', 'Pokedéx', 'could', 'have', '?']","['第1世代のポケモン図鑑が持つことのできるポケモンの最も多くの種は何ですか', '？']"
5103,When was Kim Wyman re-elected to a third term as the Secretary of State of Washington?,キム・ワイマンがワシントン州の3期目の国務長官に再度選ばれたのはいつですか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-GPE', 'O']","['B-PERSON', 'O', 'O', 'O']","['When', 'was', 'Kim', 'Wyman', 're', '-', 'elected', 'to', 'a', 'third', 'term', 'as', 'the', 'Secretary', 'of', 'State', 'of', 'Washington', '?']","['キム', '・', 'ワイマンがワシントン州の3期目の国務長官に再度選ばれたのはいつですか', '？']"
534,Did Lorde's album Pure Heroine come out before 2015?,ロードのアルバム、ピュア・ヒロインが発売されたのは、2015年より前ですか？,en,ja,"['O', 'B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'O']","['Did', ""Lorde's"", 'album', 'Pure', 'Heroine', 'come', 'out', 'before', '2015', '?']","['ロードのアルバム', '、', 'ピュア', '・', 'ヒロインが発売されたのは', '、', '2015', '年より前ですか', '？']"
3002,What was the third video game console?,3番目のテレビゲームのコンソールはなんでしたか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O']","['O', 'O']","['What', 'was', 'the', 'third', 'video', 'game', 'console', '?']","['3番目のテレビゲームのコンソールはなんでしたか', '？']"
642,Which Grammy Award was the Newsboy's album Adoration: The Worship Album nominated for but did not win?,"""ニューズボーイのアルバム「Adoration: the Worship Album」がノミネートされ、 受賞に至らなかったグラミー賞は",en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['Which', 'Grammy', 'Award', 'was', 'the', ""Newsboy's"", 'album', 'Adoration:', 'The', 'Worship', 'Album', 'nominated', 'for', 'but', 'did', 'not', 'win', '?']","['""', 'ニューズボーイのアルバム', '「', 'Adoration:', 'the', 'Worship', 'Album', '」', 'がノミネートされ', '、', '受賞に至らなかったグラミー賞は']"
3290,Which general did not win the Civil War for their side?,南北戦争で味方を勝たせられななかったのはどの将軍？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'general', 'did', 'not', 'win', 'the', 'Civil', 'War', 'for', 'their', 'side', '?']","['南北戦争で味方を勝たせられななかったのはどの将軍', '？']"
4024,When did the actor who played Professor Snape in Harry Potter pass away?,ハリー・ポッターのスネイプを演じた俳優が亡くなったのはいつ？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['When', 'did', 'the', 'actor', 'who', 'played', 'Professor', 'Snape', 'in', 'Harry', 'Potter', 'pass', 'away', '?']","['ハリー', '・', 'ポッターのスネイプを演じた俳優が亡くなったのはいつ', '？']"
1533,Who was a researcher at Amnesty International and a prolific writer?,アムネスティ・インターナショナルの調査員で、多作家でもある人物は誰か？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","['Who', 'was', 'a', 'researcher', 'at', 'Amnesty', 'International', 'and', 'a', 'prolific', 'writer', '?']","['アムネスティ', '・', 'インターナショナルの調査員で', '、', '多作家でもある人物は誰か', '？']"
4643,What is the population of the state where Mount Rushmore is?,ラシュモア山がある州の人口は何人でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O']","['O', 'O']","['What', 'is', 'the', 'population', 'of', 'the', 'state', 'where', 'Mount', 'Rushmore', 'is', '?']","['ラシュモア山がある州の人口は何人でしょうか', '？']"
4472,What is the oldest book in the Goosebumps series by author R.L. Stine?,原作者のR.L.スタインによる『グースバンプス』シリーズの中で一番歴史の長いのはどちらですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['What', 'is', 'the', 'oldest', 'book', 'in', 'the', 'Goosebumps', 'series', 'by', 'author', 'R.L.', 'Stine', '?']","['原作者のR.L.スタインによる', '『', 'グースバンプス', '』', 'シリーズの中で一番歴史の長いのはどちらですか', '？']"
3615,Who was the first Tudor king of England?,イギリスイ・テューダー朝の初代国王は？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-PERSON', 'O', 'O', 'B-GPE', 'O']","['B-NORP', 'O', 'O', 'O']","['Who', 'was', 'the', 'first', 'Tudor', 'king', 'of', 'England', '?']","['イギリスイ', '・', 'テューダー朝の初代国王は', '？']"
5106,When did George Washington win his first presidency of the United States?,ジョージ・ワシントンが初代アメリカ大統領になったのはいつですか？,en,ja,"['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['When', 'did', 'George', 'Washington', 'win', 'his', 'first', 'presidency', 'of', 'the', 'United', 'States', '?']","['ジョージ', '・', 'ワシントンが初代アメリカ大統領になったのはいつですか', '？']"
2614,"Since the Civil War, which US presidents were not born in the contiguous United States?","""内戦以来、アメリカ合衆国に隣接した場所で生まれていないアメリカ大統領は?""",en,ja,"['O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Since', 'the', 'Civil', 'War', ',', 'which', 'US', 'presidents', 'were', 'not', 'born', 'in', 'the', 'contiguous', 'United', 'States', '?']","['""', '内戦以来', '、', 'アメリカ合衆国に隣接した場所で生まれていないアメリカ大統領は', '?', '""']"
1498,Which Lord of the Rings trilogy book does not feature the living warrior Boromir?,指輪物語の三部作の中で、ボロミアが登場しないのはどの巻ですか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","['B-WORK_OF_ART', 'O', 'B-PERSON', 'O']","['Which', 'Lord', 'of', 'the', 'Rings', 'trilogy', 'book', 'does', 'not', 'feature', 'the', 'living', 'warrior', 'Boromir', '?']","['指輪物語の三部作の中で', '、', 'ボロミアが登場しないのはどの巻ですか', '？']"
2206,What is the third longest river in Europe?,ヨーロッパで第三位の長い川は何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-LOC', 'O']","['B-LOC', 'O']","['What', 'is', 'the', 'third', 'longest', 'river', 'in', 'Europe', '?']","['ヨーロッパで第三位の長い川は何ですか', '？']"
2439,Is Africa the continent with the most countries?,アフリカは一番多くの国がある大陸？,en,ja,"['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-LOC', 'O']","['Is', 'Africa', 'the', 'continent', 'with', 'the', 'most', 'countries', '?']","['アフリカは一番多くの国がある大陸', '？']"
7220,When was the Nintendo entertainment system released in America?,アメリカで任天堂のファミリーコンピュータはいつ発売されましたか？,en,ja,"['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['When', 'was', 'the', 'Nintendo', 'entertainment', 'system', 'released', 'in', 'America', '?']","['アメリカで任天堂のファミリーコンピュータはいつ発売されましたか', '？']"
2521,How many Republican governors has New Hampshire had since 2010?,2010年以降のニューハンプシャー州の共和党の知事の数は?,en,ja,"['O', 'O', 'B-NORP', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'B-DATE', 'O']","['B-DATE', 'O', 'O']","['How', 'many', 'Republican', 'governors', 'has', 'New', 'Hampshire', 'had', 'since', '2010', '?']","['2010', '年以降のニューハンプシャー州の共和党の知事の数は', '?']"
6536,"What book series has more books, Chronicles of Narnia or Lord of the Rings?","""「ナルニア国物語」か「ロードオブザリング」かどちらのシリーズ多くの本がありますか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O']","['What', 'book', 'series', 'has', 'more', 'books', ',', 'Chronicles', 'of', 'Narnia', 'or', 'Lord', 'of', 'the', 'Rings', '?']","['""', '「', 'ナルニア国物語', '」', 'か', '「', 'ロードオブザリング', '」', 'かどちらのシリーズ多くの本がありますか', '？', '""']"
4162,Who was the member of One Direction who is Middle Eastern?,中東人のワンダイレクションのメンバーは誰だった?,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-NORP', 'I-NORP', 'O']","['B-NORP', 'O']","['Who', 'was', 'the', 'member', 'of', 'One', 'Direction', 'who', 'is', 'Middle', 'Eastern', '?']","['中東人のワンダイレクションのメンバーは誰だった', '?']"
4567,How many countries are in Europe but are not part of the EU?,ヨーロッパにはEUに加盟していない国がいくつありますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","['B-LOC', 'O']","['How', 'many', 'countries', 'are', 'in', 'Europe', 'but', 'are', 'not', 'part', 'of', 'the', 'EU', '?']","['ヨーロッパにはEUに加盟していない国がいくつありますか', '？']"
2312,What is the largest city in Ireland by population?,アイルランドで一番人口が多い都市は?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']","['B-GPE', 'O']","['What', 'is', 'the', 'largest', 'city', 'in', 'Ireland', 'by', 'population', '?']","['アイルランドで一番人口が多い都市は', '?']"
2570,Which governors of New York since 2000 have not been Republican?,2000年以降、共和党ではないニューヨーク州知事は誰ですか？,en,ja,"['O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'O', 'O', 'O', 'B-NORP', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'O']","['Which', 'governors', 'of', 'New', 'York', 'since', '2000', 'have', 'not', 'been', 'Republican', '?']","['2000', '年以降', '、', '共和党ではないニューヨーク州知事は誰ですか', '？']"
1632,What is the second book in the How to Train your Dragon book series?,ヒックとドラゴンシリーズの2巻は何ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['B-WORK_OF_ART', 'O']","['What', 'is', 'the', 'second', 'book', 'in', 'the', 'How', 'to', 'Train', 'your', 'Dragon', 'book', 'series', '?']","['ヒックとドラゴンシリーズの2巻は何ですか', '？']"
1876,How many rivers in the world are longer than the Mississippi River?,世界中でミシシッピ川より長い川はいくつありますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']","['O', 'O']","['How', 'many', 'rivers', 'in', 'the', 'world', 'are', 'longer', 'than', 'the', 'Mississippi', 'River', '?']","['世界中でミシシッピ川より長い川はいくつありますか', '？']"
2550,"How many U.S. presidents were born on April 13, 1743?","""1743年4月13日に生まれたアメリカ合衆国大統領は何人？""",en,ja,"['O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']","['O', 'B-DATE', 'O', 'O', 'O']","['How', 'many', 'U.S.', 'presidents', 'were', 'born', 'on', 'April', '13', ',', '1743', '?']","['""', '1743', '年4月13日に生まれたアメリカ合衆国大統領は何人', '？', '""']"
6950,"Who has won more Super Bowls, Green Bay or Chicago?","""誰がより多くスーパーボールに勝ってきたの、Green BayそれともChicago?""",en,ja,"['O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'B-GPE', 'I-GPE', 'O', 'B-GPE', 'O']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O']","['Who', 'has', 'won', 'more', 'Super', 'Bowls', ',', 'Green', 'Bay', 'or', 'Chicago', '?']","['""', '誰がより多くスーパーボールに勝ってきたの', '、', 'Green', 'BayそれともChicago', '?', '""']"
6744,Are there communist parties that are politically active in the European Parliament?,欧州議会で政治的に活動している共産党はいる?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['O', 'O']","['Are', 'there', 'communist', 'parties', 'that', 'are', 'politically', 'active', 'in', 'the', 'European', 'Parliament', '?']","['欧州議会で政治的に活動している共産党はいる', '?']"
5514,How many Super Bowl titles did the Dallas Cowboys win?,ダラス・カウボーイズはいくつスーパーボウルのタイトルを獲得していますか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['B-PERSON', 'O', 'O', 'O']","['How', 'many', 'Super', 'Bowl', 'titles', 'did', 'the', 'Dallas', 'Cowboys', 'win', '?']","['ダラス', '・', 'カウボーイズはいくつスーパーボウルのタイトルを獲得していますか', '？']"
811,Did Sam Smith win a Grammy for Best New Artist and Record of the Year in 2015?,サム・スミスは2015年のグラミーで新人賞と最優秀レコード賞を受賞しましたか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['Did', 'Sam', 'Smith', 'win', 'a', 'Grammy', 'for', 'Best', 'New', 'Artist', 'and', 'Record', 'of', 'the', 'Year', 'in', '2015', '?']","['サム', '・', 'スミスは2015年のグラミーで新人賞と最優秀レコード賞を受賞しましたか', '？']"
157,How many Lord of the Rings movies was Gandalf the White in?,映画ロード・オブ・ザ・リングスで、白のガンダルフが出て来るのは何作品？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['How', 'many', 'Lord', 'of', 'the', 'Rings', 'movies', 'was', 'Gandalf', 'the', 'White', 'in', '?']","['映画ロード', '・', 'オブ', '・', 'ザ', '・', 'リングスで', '、', '白のガンダルフが出て来るのは何作品', '？']"
7016,Is Lake Superior the second largest lake in the world?,スペリオル湖が世界で2番目に大きな湖ですか？,en,ja,"['O', 'B-LOC', 'I-LOC', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Is', 'Lake', 'Superior', 'the', 'second', 'largest', 'lake', 'in', 'the', 'world', '?']","['スペリオル湖が世界で2番目に大きな湖ですか', '？']"
1005,How many Olympic medals does Shawn Johnson have that are not gold?,ショーン・ジョンソンが獲得したオリンピックのメダルで、金メダル以外は何個ですか？,en,ja,"['O', 'O', 'B-EVENT', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O']","['How', 'many', 'Olympic', 'medals', 'does', 'Shawn', 'Johnson', 'have', 'that', 'are', 'not', 'gold', '?']","['ショーン', '・', 'ジョンソンが獲得したオリンピックのメダルで', '、', '金メダル以外は何個ですか', '？']"
2906,How many Zelda games came out before The Legend of Zelda: A Link to the Past?,「ゼルダの伝説：過去へのリンク」の前には、 登場しますか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['How', 'many', 'Zelda', 'games', 'came', 'out', 'before', 'The', 'Legend', 'of', 'Zelda:', 'A', 'Link', 'to', 'the', 'Past', '?']","['「', 'ゼルダの伝説', '：', '過去へのリンク', '」', 'の前には', '、', '登場しますか', '？']"
2304,The biggest waterfall in the world?,世界最大の滝はどこ?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-LOC', 'O']","['The', 'biggest', 'waterfall', 'in', 'the', 'world', '?']","['世界最大の滝はどこ', '?']"
4110,"Which album has more songs, Illmatic or The Marshall Mathers LP?","""イルマティックかザ・マーシャル・マザーズLP、曲数が多いアルバムはどっち?""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'album', 'has', 'more', 'songs', ',', 'Illmatic', 'or', 'The', 'Marshall', 'Mathers', 'LP', '?']","['""', 'イルマティックかザ', '・', 'マーシャル', '・', 'マザーズLP', '、', '曲数が多いアルバムはどっち', '?', '""']"
1801,"Which country has the larger population, China or India?","""中国とインドでは、どちらの国の人口が多いですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O']","['O', 'B-GPE', 'O', 'O', 'O', 'O']","['Which', 'country', 'has', 'the', 'larger', 'population', ',', 'China', 'or', 'India', '?']","['""', '中国とインドでは', '、', 'どちらの国の人口が多いですか', '？', '""']"
1385,Did George R. R. Martin write A Dance with Dragons before A Clash of Kings?,ジョージR.R.マーティンは「王狼たちの戦旗」の前に「竜との舞踏」を書きおろしましたか?,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'George', 'R.', 'R.', 'Martin', 'write', 'A', 'Dance', 'with', 'Dragons', 'before', 'A', 'Clash', 'of', 'Kings', '?']","['ジョージR.R.マーティンは', '「', '王狼たちの戦旗', '」', 'の前に', '「', '竜との舞踏', '」', 'を書きおろしましたか', '?']"
7222,When was the first Assassin's Creed game released?,「アサシン クリード」の第1作目が発売されたのはいつですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-ORG', 'I-ORG', 'O', 'O', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['When', 'was', 'the', 'first', ""Assassin's"", 'Creed', 'game', 'released', '?']","['「', 'アサシン', 'クリード', '」', 'の第1作目が発売されたのはいつですか', '？']"
3217,How many Apollo missions successful took crews to the Moon and back?,アポロの任務のうち、乗組員が無事に月へ行って戻って来たものはいくつありますか?,en,ja,"['O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['How', 'many', 'Apollo', 'missions', 'successful', 'took', 'crews', 'to', 'the', 'Moon', 'and', 'back', '?']","['アポロの任務のうち', '、', '乗組員が無事に月へ行って戻って来たものはいくつありますか', '?']"
4190,Who are the two women tied for most Grammy Award wins in one night?,一晩で最も多くのグラミー賞の一位候補になって勝った二人の女性は誰?,en,ja,"['O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-TIME', 'I-TIME', 'O']","['O', 'O']","['Who', 'are', 'the', 'two', 'women', 'tied', 'for', 'most', 'Grammy', 'Award', 'wins', 'in', 'one', 'night', '?']","['一晩で最も多くのグラミー賞の一位候補になって勝った二人の女性は誰', '?']"
6470,Did the Cleveland Browns win a Super Bowl before 2020?,Cleveland Brownsは2020年の前にスーパーボウルの勝ちがありましたか？,en,ja,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-DATE', 'O']","['B-GPE', 'O', 'O']","['Did', 'the', 'Cleveland', 'Browns', 'win', 'a', 'Super', 'Bowl', 'before', '2020', '?']","['Cleveland', 'Brownsは2020年の前にスーパーボウルの勝ちがありましたか', '？']"
6551,Who are some characters in the Lord of Rings books but not the movies?,指輪物語の本には登場し、映画には出てないのはどのキャラクターですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","['B-WORK_OF_ART', 'O', 'O', 'O']","['Who', 'are', 'some', 'characters', 'in', 'the', 'Lord', 'of', 'Rings', 'books', 'but', 'not', 'the', 'movies', '?']","['指輪物語の本には登場し', '、', '映画には出てないのはどのキャラクターですか', '？']"
5537,Who won Super Bowl XXXV1?,第36回スーパーボウルで勝ったのはどのチームですか？,en,ja,"['O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Who', 'won', 'Super', 'Bowl', 'XXXV1', '?']","['第36回スーパーボウルで勝ったのはどのチームですか', '？']"
5239,What movie won Best Cinematography of 1998?,1998年のアカデミー撮影賞を受賞した映画はどの映画ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-DATE', 'O', 'O']","['What', 'movie', 'won', 'Best', 'Cinematography', 'of', '1998', '?']","['1998', '年のアカデミー撮影賞を受賞した映画はどの映画ですか', '？']"
535,"Who won more Grammys, Elvis or Bruce Springsteen?","""エルヴィスかブルス・スプリングスティーンかどちらが最もグラミー賞を受賞出来ましたか？""",en,ja,"['O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Who', 'won', 'more', 'Grammys', ',', 'Elvis', 'or', 'Bruce', 'Springsteen', '?']","['""', 'エルヴィスかブルス', '・', 'スプリングスティーンかどちらが最もグラミー賞を受賞出来ましたか', '？', '""']"
6634,What is the capital of the largest country in Europe?,ヨーロッパで最も大きい国の首都はどこですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['B-LOC', 'O']","['What', 'is', 'the', 'capital', 'of', 'the', 'largest', 'country', 'in', 'Europe', '?']","['ヨーロッパで最も大きい国の首都はどこですか', '？']"
7192,Who was the third Roman emperor in the Julio-Claudian dynasty?,ユリウス・クラウディウス朝の第3代ローマ皇帝は誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['Who', 'was', 'the', 'third', 'Roman', 'emperor', 'in', 'the', 'Julio', '-', 'Claudian', 'dynasty', '?']","['ユリウス', '・', 'クラウディウス朝の第3代ローマ皇帝は誰ですか', '？']"
3405,What woman was an actress who starred in numerous Metro-Goldwyn-Mayer movies and was also a patented inventor?,数多くのメトロ・ゴールドウィン・メイヤーの映画に主演し、また特許を持つ発明家でもある女性は誰ですか,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['What', 'woman', 'was', 'an', 'actress', 'who', 'starred', 'in', 'numerous', 'Metro', '-', 'Goldwyn', '-', 'Mayer', 'movies', 'and', 'was', 'also', 'a', 'patented', 'inventor', '?']","['数多くのメトロ', '・', 'ゴールドウィン', '・', 'メイヤーの映画に主演し', '、', 'また特許を持つ発明家でもある女性は誰ですか']"
6350,How many Fantastic Beasts movies have been released so far?,ファンタスティック・ビーストシリーズはこれまでに何作品出ていますか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","['How', 'many', 'Fantastic', 'Beasts', 'movies', 'have', 'been', 'released', 'so', 'far', '?']","['ファンタスティック', '・', 'ビーストシリーズはこれまでに何作品出ていますか', '？']"
4617,Which river starts in Minnesota and is the second longest in North America?,北アメリカで2番目に長く、ミネソタ州から流れている川は何ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['B-GPE', 'O', 'B-GPE', 'O']","['Which', 'river', 'starts', 'in', 'Minnesota', 'and', 'is', 'the', 'second', 'longest', 'in', 'North', 'America', '?']","['北アメリカで2番目に長く', '、', 'ミネソタ州から流れている川は何ですか', '？']"
